X,Y,SEGMENT
134902.2969,75452.9922,1
134880,75431.5078,1
134851.2031,75407.4609,1
134842.0938,75381.4922,1
134868.7031,75349.0938,1
134865.7969,75309.9297,1
134854.4063,75251.4063,1
134826.0938,75193.2969,1
134783.7031,75137.1563,1
134750.7969,75098.8594,1
134711.5,75036.1172,1
134691.7969,74992.8125,1
134675.2031,74958.6563,1
134654,74931.6094,1
134645.5,74905.1328,1
134649.7031,74874.6484,1
134617.2969,74847.5391,1
134578.7031,74830.5703,1
134552.2969,74842.6328,1
134517.7031,74857.2031,1
134453.7031,74852.2969,1
134394.2969,74837.2422,1
134330.9063,74812.5313,1
134277.5938,74787.8516,1
134242.2031,74772.4219,1
134182.7969,74744.6719,1
134139.7031,74726.1484,1
134124,74717.4297,1
134117,74691.4766,1
134117.2031,74642.6797,1
134110.7969,74598.4297,1
134091.5938,74564.2813,1
134048.5938,74527.9688,1
134009.7031,74492.7109,1
133989.5,74449.3984,1
133982.0938,74393.9688,1
133970.2031,74340.5469,1
133945.4063,74304.3281,1
133913.5938,74274.1875,1
133878.5938,74253.6875,1
133834.4063,74248.3906,1
133788.2031,74239.0234,1
133750.7031,74225.1016,1
133717.7969,74205.1328,1
133702.0938,74178.1016,1
133717.0938,74125.8281,1
133744.2031,74078.1875,1
133775.4063,74031.5781,1
133816.7031,73986.5469,1
133858.5,73945.5781,1
133897.2969,73909.1719,1
133945.7031,73875.3672,1
133993.5938,73854.75,1
134033.2031,73841.2266,1
134071.2969,73845.9688,1
134093.5938,73854.7188,1
134121.4063,73893.4922,1
134148.2031,73922.6016,1
134189.7031,73946.6875,1
134226.7031,73965.1719,1
134276.5,73980.6484,1
134306.4063,73977.7578,1
134315.7031,73951.3672,1
134319.7969,73940.2109,1
134345.2969,73910.8516,1
134346,73880.8516,1
134374,73855.5781,1
134396.5,73828.2422,1
134415.9063,73795.7969,1
134432.2031,73776.5469,1
134452.2031,73732.4375,1
134479.7031,73711.7266,1
134522.4063,73706.8438,1
134561,73718.2109,1
134581.7031,73746.2734,1
134596.7969,73772.2734,1
134633.9063,73770.4219,1
134651.5938,73801.5078,1
134692.0938,73818.9922,1
134727.2031,73822.7188,1
134750.5938,73810.1094,1
134774.5,73802.6094,1
134791.0938,73830.1406,1
134823,73863.3438,1
134853,73850.2734,1
134879,73831.0781,1
134905.4063,73834.7734,1
134931.7969,73842.0078,1
134961.7969,73832.5,1
134993.2969,73830.1094,1
135020.5938,73859.7266,1
135050.4063,73896.9766,1
135067.5938,73910.7891,1
135076.9063,73891.5234,1
135093.2969,73859.5703,1
135117.7031,73845.4531,1
135141.5,73859.2891,1
135176,73878.7813,1
135212,73883.0234,1
135220.2031,73861.1875,1
135248.2031,73854.7188,1
135263.9063,73855.2969,1
135284.7969,73849.3125,1
135303.5,73863.6328,1
135326.7969,73877.9922,1
135345.5938,73887.2188,1
135367.4063,73884.7891,1
135388.7031,73896.5938,1
135413,73925.1797,1
135435.7969,73951.7188,1
135462.5938,73954.9063,1
135484.9063,73985.5234,1
135513.2969,73990.2422,1
135534.0938,73990.8516,1
135558.5,74003.1719,1
135590.4063,74004.8516,1
135617.4063,74004.9766,1
135648.9063,73991.3984,1
135671.7969,73993.0391,1
135702.7031,74004.3828,1
135737.2031,74004.0391,1
135762.7031,73984.3203,1
135797.7969,73980.4297,1
135836.9063,73981.6328,1
135861.7969,73980.7266,1
135877.0938,73972.6719,1
135881.0781,73969.9141,1
135899,73957.5078,1
135918.7031,73970.8438,1
135944,73994.8594,1
136041.5,73867.1563,1
136100.9063,73875.0938,1
136113.2031,73855.2969,1
136129.0938,73825.8828,1
136147,73785.7891,1
136155.7969,73735.4766,1
136157.4219,73724.6328,1
136166.7969,73662.2969,1
136181.2969,73604.8984,1
136205.7969,73559.2422,1
136235.5,73500.8984,1
136367,73403.8516,1
136782.0938,73357.9375,1
136859.5,73299.2969,1
136913.5,73260.8828,1
136996.9063,73229.7188,1
137132.2031,73190.1563,1
137205.4063,73167.0938,1
137256.2969,73131.7109,1
137310.2969,73084.1328,1
137351.2031,73039.5469,1
137385.7969,73005.6328,1
137441.2969,72985.5313,1
137503.7969,72972.0703,1
137603.4063,72952.1719,1
137686.2969,72919.9922,1
137708.9063,72868.7109,1
137726.7969,72824.5313,1
137739.2031,72786.9531,1
137755,72752.9297,1
137765.7969,72721.9531,1
137763.4063,72698.5469,1
137760.4063,72679.2109,1
137755.4063,72661.3828,1
137755.5,72643.5781,1
137750,72629.8203,1
137744.5,72610.9766,1
137729.2969,72593.6172,1
137715.7031,72576.2578,1
137710.7031,72554.8672,1
137696.5,72535.4766,1
137680.4063,72517.6094,1
137659.5938,72510.9063,1
137649,72496.1172,1
137629.7031,72489.9297,1
137614,72488.3438,1
137592.0938,72483.6484,1
137589.2031,72449.5703,1
137584.2969,72423.0938,1
137604.7031,72391.1484,1
137577.9063,72370.6797,1
137576.5,72347.7891,1
137578.5938,72319.8281,1
137580.7969,72290.8438,1
137573.2031,72272.5,1
137574.4063,72247.0703,1
137587.5938,72235.9375,1
137575.5,72217.5781,1
137583.5938,72209.4766,1
137582.2031,72194.7266,1
137587.9063,72170.3438,1
137581.9063,72140.8125,1
137590.7031,72096.6016,1
137609.0938,72073.7891,1
137629.5,72046.4297,1
137615.9063,72033.6484,1
137617,72018.3984,1
137613.5,71996.5234,1
137603.5,71967.4766,1
137582.7031,71950.1016,1
137554.4063,71919.4609,1
137540.4063,71878.7188,1
137527.4063,71831.8672,1
137525.5,71791.7031,1
137522.7031,71748.4531,1
137501.9063,71730.0469,1
137515.7969,71702.6484,1
137510.7969,71683.3125,1
137516.9063,71674.1875,1
137528.7031,71654.8984,1
137552.0938,71636.1875,1
137579.5938,71614.4375,1
137591.4063,71595.6797,1
137607.2031,71565.75,1
137633.7031,71555.7031,1
137658.0938,71538.5078,1
137675,71512.1328,1
137691.4063,71486.7891,1
137709.7031,71491.4297,1
137730.4063,71511.3594,1
137743.4063,71546.5,1
137749.2969,71584.1563,1
137753.7031,71624.3516,1
137762.7969,71642.1875,1
137794.7969,71647.4063,1
137818.5938,71651.0781,1
137846,71662.3828,1
137870.9063,71653.3281,1
137897.2969,71648.3594,1
137920.7031,71659.1406,1
137936.7969,71683.1172,1
137954,71705.0469,1
137978.2969,71717.3672,1
138013.4063,71737.0234,1
138032.4063,71746.4219,1
138042.5,71751.5625,1
138057.7969,71745.0391,1
138071,71752.2266,1
138089.7969,71751.8281,1
138089.4063,71744.6875,1
138087.9063,71739.6094,1
138087.4063,71734.0078,1
138087.4063,71728.4063,1
138093.5,71726.9219,1
138114.4063,71731.1016,1
138132.7031,71736.7969,1
138150.4063,71750.1172,1
138156.9063,71763.8906,1
138163,71773.0703,1
138185.2969,71774.7109,1
138211.2969,71774.8672,1
138238.2031,71780.1016,1
138264.5938,71789.3906,1
138282,71785.4297,1
138294.2031,71779.3906,1
138299.2969,71783.4766,1
138305.2969,71794.7109,1
138312.4063,71805.9297,1
138330.7031,71808.0703,1
138347.4063,71809.6875,1
138352.5,71813.7813,1
138359.0938,71820.4297,1
138375.2969,71827.6406,1
138424.0938,71840.1094,1
138443.4063,71838.1875,1
138451.5938,71832.1328,1
138462.7969,71836.7734,1
138474,71826.6563,1
138479.7031,71813.4688,1
138493,71804.3906,1
138520.5,71799.4531,1
138567.4063,71790.0391,1
138623.5,71779.1719,1
138660.5,71801.2422,1
138675.0938,71820.1406,1
138676.5,71841.5234,1
138677.4063,71856.7734,1
138690.5938,71861.9297,1
138706.9063,71857.9609,1
138723.7969,71850.4219,1
138735,71849.4688,1
138752.7031,71860.2422,1
138774,71862.8984,1
138797.5938,71850.8281,1
138819.5,71836.2109,1
138837.9063,71831.7422,1
138855.2031,71831.8281,1
138877.0938,71828.3906,1
138900.5,71821.3984,1
138926.5938,71804.7578,1
138969.5,71787.7031,1
139013.2031,71782.8594,1
139033.7031,71773.8281,1
139060.7031,71765.8281,1
139109,71774.2422,1
139129.7031,71788.6016,1
139139.2969,71803.4219,1
139149,71807.5313,1
139159.2031,71800.9688,1
139174.5,71792.9219,1
139184.0938,71796.5313,1
139186.5938,71804.6797,1
139191.7031,71813.3594,1
139203.2969,71822.0703,1
139216,71824.1797,1
139235.9063,71814.6328,1
139257.2969,71811.1875,1
139285.2969,71818.9688,1
139319.7969,71828.3281,1
139349.7969,71842.2266,1
139367.5,71860.6406,1
139379.5,71886.1328,1
139392.5,71916.7266,1
139406.7031,71922.9063,1
139434.2031,71932.7266,1
139460.5,71951.6875,1
139470.5938,71963.9609,1
139485.9063,71969.6406,1
139500.5938,71970.2266,1
139514.7969,71982,1
139535.0938,71988.7266,1
139544.7969,71982.6797,1
139549,71967.4375,1
139553.0938,71956.7891,1
139574,71944.1875,1
139586.2969,71941.2188,1
139603,71947.9219,1
139607.5938,71956.0938,1
139622.7969,71968.3672,1
139642.9063,71999,1
139675.4063,72010.3828,1
139729.9063,72004.0781,1
139763.5938,71993.0781,1
139778.5,71966.7188,1
139787.7969,71941.3438,1
139796.0938,71925.6172,1
139806.4844,71919.8672,1
139825.2031,71909.5078,1
139857.5,71876.1172,1
139883.0938,71848.2969,1
139922.2969,71843.4531,1
139948.2969,71835.4375,1
139999.2031,71828.6172,1
140090.9063,71829.6484,1
140150.7969,71846.7813,1
140189.4063,71860.2188,1
140217.4063,71862.4063,1
140253.0938,71845.8438,1
140288.7969,71832.8203,1
140313.2969,71822.7813,1
140340.7969,71823.9609,1
140385.5,71837.9531,1
140434.2031,71854,1
140473.7969,71878.1172,1
140500.5938,71904.2188,1
140534.0938,71926.2734,1
140585.2969,71946.9219,1
140642.2969,71958.9297,1
140698.7031,71966.8906,1
140735.2031,71981.8516,1
140746.2969,71996.6563,1
140745.7031,72021.0703,1
140748.0938,72045.4922,1
140751.5,72070.9375,1
140770.5938,72105.1328,1
140791.7969,72124.5781,1
140818.2969,72120.6484,1
140840.7031,72125.3672,1
140842.5938,72146.2266,1
140844,72157.4219,1
140854.2031,72166.1328,1
140862.2031,72177.8672,1
140857.5938,72189.5469,1
140851.4063,72202.7266,1
140848.2031,72211.8594,1
140851.2031,72224.5938,1
140860.9063,72229.7422,1
140889.7969,72246.1797,1
140914.5938,72257.0078,1
140930.4063,72253.0313,1
140949.7969,72243.4688,1
140982,72237.0469,1
141012.5,72236.2109,1
141048.5938,72236.9219,1
141084.7969,72232.5469,1
141100,72238.75,1
141112.7031,72253.5703,1
141123.2031,72269.8984,1
141139,72277.1172,1
141150.7031,72278.7031,1
141170,72283.3984,1
141193.2969,72300.3125,1
141217.5938,72318.25,1
141244.4063,72338.2422,1
141270.9063,72343.4766,1
141280.5938,72335.8906,1
141298,72323.2969,1
141326,72313.2813,1
141344.9063,72310.3438,1
141366.2031,72313.5234,1
141391.0938,72320.7734,1
141420.2031,72316.3594,1
141452.7969,72309.4297,1
141506.0469,72297.4453,1
141507.9063,72297.0313,1
141538.7969,72306.8672,1
141570.4063,72313.1563,1
141563.4063,72356.3438,1
141584.7969,72367.1406,1
141644.2813,72394.0781,1
141659.9063,72401.1563,1
141735.5,72432.1016,1
141818.7969,72464.6172,1
141883.7969,72481.7813,1
141950.9063,72492.3438,1
142012,72497.7734,1
142054.7031,72501.5781,1
142095.9063,72497.2422,1
142134.2031,72491.3516,1
142180.9063,72500.7734,1
142214.9063,72515.7188,1
142270.2969,72530.2813,1
142315,72540.7188,1
142342.4063,72550.0234,1
142349.9063,72506.8281,1
142374.2969,72504.4375,1
142391.5938,72508.0938,1
142412.5,72508.7188,1
142424.2031,72508.7813,1
142438.9063,72508.3594,1
142456.7031,72510.5,1
142476.5,72518.75,1
142496.2969,72525.9766,1
142519.2031,72533.75,1
142534.4063,72539.4297,1
142553.7031,72548.1797,1
142574,72558.9922,1
142585.5938,72564.1406,1
142598.2969,72571.3281,1
142610,72581.5625,1
142620.5938,72585.1797,1
142634.4063,72585.2578,1
142643.5938,72576.1563,1
142645.0938,72569.5625,1
142646.7031,72563.4609,1
142658,72557.4297,1
142669.5938,72561.0469,1
142685.9063,72564.2031,1
142704.2031,72569.3906,1
142714.9063,72574.0313,1
142733.5938,72585.3281,1
142744.2031,72604.2109,1
142751.2031,72624.5938,1
142757.5938,72647.0078,1
142770.2969,72656.2422,1
142783,72654.2734,1
142798.4063,72649.2813,1
142808,72650.3516,1
142819.7031,72657.0234,1
142843.5,72676.4922,1
142865.7969,72686.2813,1
142880.0938,72682.2969,1
142886.7969,72671.6563,1
142901.5938,72663.6016,1
142919.4063,72666.2422,1
142940.2031,72668.8984,1
142961.0938,72664.9609,1
142979,72655.8984,1
142989.7031,72658,1
142999.7969,72668.7266,1
143016.0938,72665.7813,1
143033.9063,72660.7891,1
143039.0938,72651.6563,1
143048.2969,72636.9688,1
143051,72621.7188,1
143063.7031,72617.7188,1
143070.7969,72625.9063,1
143076.4063,72629.5,1
143097.2969,72619.9531,1
143106.5938,72602.7109,1
143116.9063,72585.9922,1
143123.5938,72573.8125,1
143134.2969,72568.2813,1
143146.5,72572.9219,1
143148.4063,72587.6875,1
143155,72597.3906,1
143170.2031,72602.5625,1
143187,72599.6016,1
143207.4063,72588.0234,1
143232,72568.8281,1
143250.4063,72555.7109,1
143271.7969,72553.2891,1
143284,72558.4375,1
143303.1406,72575.4844,1
143304.7031,72576.8828,1
143319.5,72578.4922,1
143328.7031,72563.7813,1
143332.4063,72543.9688,1
143347.2031,72539.9688,1
143355.7969,72548.6719,1
143359.2969,72556.8281,1
143365.7969,72569.5938,1
143371.9063,72574.7109,1
143380.0938,72568.1406,1
143390.9063,72555.9922,1
143396,72553.9922,1
143405.0938,72563.7109,1
143424.2969,72577.5469,1
143435,72586.7734,1
143444.0938,72588.8516,1
143452.2969,72577.7109,1
143460,72567.0703,1
143469.7031,72570.6797,1
143475.2969,72574.2813,1
143481.4063,72567.6875,1
143496.7031,72561.1719,1
143518,72566.8906,1
143528.2031,72575.0781,1
143527.0938,72583.7266,1
143529.0938,72593.3984,1
143539.2031,72603.6328,1
143546.7969,72606.2188,1
143553,72598.1172,1
143564.2031,72593.6016,1
143579,72592.6719,1
143597.7031,72601.4219,1
143610.2969,72618.7813,1
143627.0938,72621.9375,1
143647,72621.5391,1
143666.7969,72620.1172,1
143678.5938,72611.5391,1
143678.0938,72601.3672,1
143677.7031,72592.7188,1
143675.7031,72578.4609,1
143693.2031,72558.2109,1
143733.5,72534.5313,1
143768.7031,72527.0938,1
143820.5938,72539.0938,1
143838.4063,72538.6797,1
143855.2031,72525.5469,1
143872.5938,72523.0938,1
143894.9063,72537.9688,1
143910,72553.8281,1
143929.2969,72559.0234,1
143943.5938,72559.1016,1
143956.2969,72561.2109,1
143970.5,72569.4297,1
143999.5,72575.1797,1
144019.2969,72571.7266,1
144025.4063,72578.8906,1
144016.7031,72582.4063,1
144016.2031,72589.5234,1
144018.7031,72597.1719,1
144028.2969,72605.8828,1
144037,72598.7969,1
144041.0938,72589.6563,1
144048.2031,72586.1406,1
144056.2969,72590.2578,1
144055.4063,72581.6094,1
144068.7031,72573.0313,1
144076.7969,72576.6406,1
144084.9063,72582.7891,1
144093.5938,72578.2578,1
144094.0938,72571.6484,1
144094.7969,72556.3828,1
144094.2969,72541.1172,1
144109.0938,72540.1875,1
144120.7969,72548.3906,1
144130,72536.2266,1
144138.0938,72542.3828,1
144146.2031,72551.0703,1
144183.7031,72568.5781,1
144197.5,72571.2031,1
144198.5,72558.4766,1
144192,72548.2813,1
144202.2969,72536.1172,1
144215.4063,72543.3203,1
144228.0938,72551.5391,1
144241.4063,72550.5938,1
144257.2031,72537.4609,1
144269.5,72529.8828,1
144280.7031,72528.9297,1
144290.4063,72518.2969,1
144295.5938,72507.6406,1
144306.5,72481.2422,1
144320.2969,72469.6094,1
144329.4063,72471.7109,1
144337,72484.4766,1
144341,72497.7109,1
144351.0938,72499.2969,1
144362.2969,72496.3125,1
144373,72494.3281,1
144381.0938,72504.5469,1
144382,72524.9063,1
144390.0938,72529.5391,1
144397.7031,72528.5625,1
144410,72523.5391,1
144417.0938,72527.6406,1
144425.2969,72525.6563,1
144435.5,72516.5625,1
144444.7031,72511.0078,1
144453.7969,72512.0938,1
144458.4063,72520.25,1
144468.5,72530.4766,1
144477.0938,72533.5781,1
144489.7969,72537.2109,1
144494.7969,72553,1
144496.7969,72563.7109,1
144502.2969,72571.3828,1
144508.4063,72571.9063,1
144524.7031,72568.9531,1
144543.5938,72561.9375,1
144551.2031,72570.6172,1
144552.5938,72579.2813,1
144552.5938,72588.4297,1
144568.7969,72594.1328,1
144587.2031,72587.6172,1
144608.2031,72575.0078,1
144634.5938,72568.5469,1
144648.9063,72567.6016,1
144649.2969,72578.2891,1
144645.7031,72589.9766,1
144642.0938,72597.5781,1
144646.0938,72601.6719,1
144653.2969,72594.0781,1
144661.5,72589.5469,1
144671.5938,72595.2031,1
144679.7031,72598.2969,1
144693,72592.7734,1
144703.2031,72597.9219,1
144710.7031,72610.6719,1
144722.4063,72617.3594,1
144736.5938,72617.4375,1
144752.9063,72614.9922,1
144758,72609.9297,1
144758.0938,72600.25,1
144773.9063,72594.25,1
144784.0938,72595.3203,1
144792.7031,72598.9297,1
144787.5938,72605.5078,1
144777.9063,72608,1
144779.4063,72618.6875,1
144784.9063,72627.8828,1
144811.7969,72637.1875,1
144825.5938,72629.1328,1
144833.2031,72625.1016,1
144832.7969,72613.3984,1
144834.4063,72602.7188,1
144835.5,72593.0469,1
144847.7031,72591.0781,1
144855.7969,72597.2422,1
144858.7969,72605.9063,1
144864.4063,72614.5938,1
144876.0938,72610.0703,1
144886.2969,72608.6016,1
144896,72609.1563,1
144898.5,72614.7734,1
144889.2031,72620.8281,1
144887.0938,72632.5234,1
144894.7031,72644.2734,1
144907.2969,72655.5313,1
144915.5,72660.6563,1
144921.5938,72657.1406,1
144924.2031,72652.0625,1
144932.9063,72644.9766,1
144939.9063,72653.6797,1
144942.9063,72670.4766,1
144953.5,72687.3281,1
144969.7031,72698.6328,1
144984.9063,72703.2813,1
144991,72701.7813,1
144986.5,72696.1719,1
144982.5,72688,1
144982,72681.3828,1
144986.5938,72670.2109,1
144995.2969,72670.2734,1
145007,72671.3516,1
145026.7969,72681.6328,1
145052.5938,72700.0938,1
145082.5,72713.4766,1
145092.7031,72715.5781,1
145101.7969,72720.7188,1
145103.7969,72731.4063,1
145104.2031,72742.1016,1
145115.7969,72754.3828,1
145132.0938,72756,1
145147.4063,72757.6094,1
145153.4063,72765.2734,1
145161.0938,72770.3984,1
145172.2969,72768.9375,1
145181.9063,72767.9766,1
145183.4063,72780.7031,1
145179.2031,72789.3203,1
145189.9063,72796.0078,1
145198,72801.1406,1
145205.5,72813.3984,1
145206.5,72823.5703,1
145208.9063,72838.3438,1
145214.4063,72856.1875,1
145227.0938,72865.9297,1
145239.2969,72867.0078,1
145248.9063,72876.2188,1
145253.9063,72885.4063,1
145266.0938,72894.6406,1
145281.7969,72899.2969,1
145295.5,72900.9063,1
145307.2031,72900.9688,1
145319.5,72890.8594,1
145329.7031,72893.4688,1
145332.2031,72906.7188,1
145336.2031,72915.8984,1
145346.4063,72915.9375,1
145360.0938,72915.5234,1
145369.2031,72923.7109,1
145371.5938,72937.9688,1
145371,72949.6719,1
145385.7969,72956.3594,1
145393.2969,72972.7031,1
145407.9063,72991.6094,1
145436.9063,72994.3203,1
145464,72983.2734,1
145492.5,72981.8984,1
145507.7031,72987.0703,1
145515.2969,72988.1328,1
145523.9063,72994.7891,1
145518.7031,73011.5469,1
145519.2031,73019.1875,1
145525.2969,73024.3125,1
145533.4063,73024.3594,1
145539,73027.4531,1
145526.2031,73036.5391,1
145518.5,73043.6094,1
145523.0938,73048.7266,1
145532.7031,73052.8594,1
145534.7031,73064.0703,1
145543.9063,73061.5781,1
145548.9063,73068.7266,1
145547.7969,73074.8203,1
145547.2969,73082.9609,1
145552.2969,73088.6016,1
145567.0938,73090.2031,1
145583.9063,73089.2734,1
145590.5,73092.3594,1
145600.5938,73103.1094,1
145613.2031,73118.9609,1
145634.5,73127.2109,1
145658.5,73122.7734,1
145687,73121.3906,1
145710.9063,73121.5313,1
145727.0938,73131.2891,1
145738.7969,73135.4219,1
145749,73129.8906,1
145762.2969,73118.75,1
145773.5938,73110.6719,1
145791.4063,73098.5625,1
145820.5,73084.9922,1
145848.7031,73059.6875,1
145867.7031,73034.3516,1
145875.4063,73015.5625,1
145890.2969,73002.9063,1
145896.4063,72993.7891,1
145892.4063,72984.1016,1
145885.4063,72971.3281,1
145890.7031,72946.9297,1
145898.4063,72928.6563,1
145907.2031,72910.3906,1
145918.4063,72896.7109,1
145930.0938,72901.8594,1
145944.9063,72906.5234,1
145953.5,72905.0469,1
145962.2031,72897.9688,1
145967.4063,72885.7813,1
145967.5,72871.0234,1
145971.7031,72852.7188,1
145985.4063,72851.7813,1
145998.5938,72862.5391,1
146014,72867.0078,1
146018.9063,72873.9688,1
146030.0938,72869.3594,1
146039.2031,72858.6797,1
146044.2969,72847.5078,1
146044.2969,72834.7891,1
146047.9063,72815.4688,1
146052,72801.7266,1
146067.7969,72790.5469,1
146091.7031,72789.0313,1
146114.5,72791.5781,1
146133.4063,72787.0078,1
146142.5,72774.8203,1
146164.9063,72750.4063,1
146180.2031,72741.7813,1
146206.0938,72728.5703,1
146246.2969,72700.6172,1
146285.5,72660.9609,1
146350.2031,72610.1406,1
146389.4063,72594.8984,1
146447.2969,72576.1016,1
146490.5938,72562.8984,1
146516,72537.9922,1
146546,72525.2813,1
146560.7969,72523.7578,1
146584.7031,72511.0625,1
146602.5,72502.9219,1
146625.4063,72498.8672,1
146645.7031,72494.8125,1
146674.2969,72482.1016,1
146716,72464.3438,1
146747,72462.3125,1
146796.2969,72465.8828,1
146842.5938,72459.2813,1
146895.5,72451.6797,1
146958.0938,72428.3203,1
147010,72400.3672,1
147057.2969,72379.5313,1
147082.2031,72378.0234,1
147105.5938,72388.2031,1
147132.0938,72396.3438,1
147158.5,72390.7578,1
147186.5,72384.6797,1
147207.4063,72385.2031,1
147247.5938,72395.8828,1
147266.4063,72389.2813,1
147294.9063,72386.7578,1
147316.7031,72388.2891,1
147332.5,72404.0625,1
147358.4063,72427.4531,1
147404.2031,72453.4063,1
147458.5938,72472.25,1
147503.4063,72476.3438,1
147542,72476.3516,1
147585.2969,72462.6406,1
147643.7969,72431.6406,1
147714,72366.0703,1
147784.7969,72297.9531,1
147817.2969,72261.8594,1
147868.7969,72164.25,1
147925.2969,72094.6016,1
147984.7969,71999.5391,1
148015.9063,71961.4063,1
148028.5938,71949.7109,1
148059.0938,71935.4766,1
148113,71903.4766,1
148163.9063,71870.4297,1
148199.5938,71834.8594,1
148243.2969,71793.1797,1
148304.9063,71733.2031,1
148327.2969,71699.6406,1
148347.7031,71667.1094,1
148355.7969,71631.5078,1
148364.5,71609.1406,1
148390.5,71570.5078,1
148413.4063,71540,1
148446.5,71490.1797,1
148491.7969,71424.6016,1
148517.2031,71395.1094,1
148543.6406,71376.0078,1
148544.7813,71375.1797,1
148550.2969,71352.9219,1
148571.2031,71331.0625,1
148595.5938,71310.7266,1
148618,71286.3281,1
148630.7031,71263.9609,1
148654.5938,71238.5469,1
148682.5938,71233.4766,1
148698.9063,71221.7891,1
148714.2031,71214.1719,1
148735,71207.0625,1
148757.4063,71208.0938,1
148774.7031,71218.7578,1
148797.5938,71234.0313,1
148824,71239.6328,1
148858.0938,71237.1016,1
148921.2031,71226.9609,1
148985.2969,71211.7266,1
149024.5,71211.2266,1
149095.2031,71238.2109,1
149130.7031,71258.0625,1
149139.4063,71257.0391,1
149151.0938,71256.0313,1
149163.2969,71255.0234,1
149250.2969,71258.1094,1
149342.2969,71257.1172,1
149428.2969,71254.1016,1
149496.5,71257.1719,1
149547.9063,71247.0313,1
149600.2969,71252.1328,1
149647.0938,71253.1563,1
149666.4063,71259.2734,1
149682.2031,71264.8672,1
149696.9063,71273.0078,1
149712.7031,71266.4063,1
149723.4063,71259.8125,1
149734.0938,71243.5313,1
149777.2969,71213.0391,1
149842.4063,71185.6016,1
149903,71168.8281,1
149933,71158.6797,1
149953.9063,71158.6875,1
149979.2969,71154.1094,1
150028.7031,71154.6406,1
150074.9063,71155.6719,1
150111.0938,71149.0703,1
150192.5,71123.6719,1
150223,71120.6328,1
150229.0938,71126.2188,1
150246.4063,71130.2969,1
150265.2031,71135.8984,1
150292.2031,71148.1016,1
150318.5938,71155.75,1
150338.4063,71165.9219,1
150366.4063,71176.6094,1
150384.7031,71176.1016,1
150419.7969,71182.2188,1
150439.0938,71187.3125,1
150455.9063,71186.7969,1
150467.0938,71186.8125,1
150477.2969,71187.3203,1
150482.9063,71195.4609,1
150478.2969,71203.6016,1
150481.9063,71209.7031,1
150487.5,71217.8438,1
150497.0938,71223.9375,1
150518.5,71221.4063,1
150548,71223.9609,1
150577.5,71229.0469,1
150606,71239.2266,1
150619.2031,71247.3672,1
150651.7031,71260.6094,1
150729,71298.2734,1
150768.2031,71313.5234,1
150797.2031,71321.6719,1
150800.7031,71327.2734,1
150806.625,71333.8594,1
150815.5,71337.9531,1
150820.0938,71331.8516,1
150825.7031,71331.8594,1
150830.7969,71337.4531,1
150844.5,71340.5,1
150865.7969,71350.1719,1
150898.9063,71354.75,1
150922.7969,71357.2969,1
150949.2969,71350.2031,1
150968.0938,71328.8438,1
150991.5,71290.7109,1
151028.7031,71231.7109,1
151052.0938,71168.1484,1
151090.2969,71107.6484,1
151104,71091.8828,1
151131,71074.0781,1
151174.7969,71057.8281,1
151211.9063,71035.9688,1
151243,71001.8984,1
151249.0938,70984.1016,1
151268.4063,70974.4375,1
151292.7969,70973.4297,1
151315.2031,70969.8828,1
151336.5938,70961.75,1
151351.9063,70947,1
151364.5938,70927.1719,1
151373.2031,70914.4531,1
151392.5938,70903.2734,1
151410.9063,70906.8438,1
151427.7031,70912.4297,1
151453.0938,70912.4297,1
151464.7969,70906.8516,1
151471.9063,70888.0313,1
151491.2969,70855.4766,1
151485.2031,70831.5781,1
151482.5938,70824.4688,1
151488.7969,70808.7031,1
151505.5,70794.9688,1
151511.7031,70769.5391,1
151525.9063,70748.6875,1
151544.7031,70726.8281,1
151559.5,70708.0234,1
151581.9063,70704.9688,1
151604.7969,70709.0469,1
151656.2031,70707.0234,1
151694.2969,70702.9609,1
151708,70701.4297,1
151712.0938,70706.5234,1
151719.2031,70718.7188,1
151734.5,70743.6484,1
151770.0938,70774.1719,1
151810.7031,70810.7891,1
151861.0938,70828.1016,1
151926.2031,70836.25,1
151987.7969,70820.4922,1
152049.2969,70805.25,1
152116.5,70787.4609,1
152161.2031,70778.8281,1
152192.2969,70792.0625,1
152236,70809.3516,1
152263.4063,70828.6797,1
152289.4063,70853.1016,1
152320.9063,70860.7422,1
152350.4063,70858.2031,1
152394.5938,70869.3984,1
152482.0938,70876.0313,1
152521.7969,70869.9297,1
152549.2969,70863.8281,1
152566.0938,70866.8906,1
152583.9063,70870.9609,1
152602.2031,70859.2578,1
152622,70844.5234,1
152640.7969,70818.5938,1
152669.4063,70789.6094,1
152707.5,70776.3828,1
152756.7969,70769.2734,1
152807.7031,70759.1094,1
152861.7031,70742.3438,1
152914.0938,70722.5078,1
152936.4063,70727.1016,1
152982.2031,70732.2031,1
153022.4063,70721.5313,1
153053.9063,70707.2891,1
153075.7969,70708.3125,1
153093.0938,70704.75,1
153101.2031,70700.6875,1
153106.9063,70690.5234,1
153108.4063,70678.8203,1
153111.4063,70671.7031,1
153135.2969,70656.4531,1
153178.0938,70651.3672,1
153215.2031,70653.9297,1
153254.9063,70649.3594,1
153284.9063,70636.6484,1
153307.7969,70616.3125,1
153342.9063,70605.6406,1
153364.2969,70610.7422,1
153381.5,70636.1563,1
153395.2969,70655.5,1
153414.0938,70677.8828,1
153424.3594,70687.3672,1
