StatisticalSector,NIS9,PostCode,Municipality,NIS5,Arrondissement,NIS2,NUTS3,Province,NIS1_5,NUTS2,Region,NIS1,NUTS1
SINT-LUTGARD,73083A101,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BERG - STEENWEG,73083A112,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
JAMINE,73083A123,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINT-LUTGARD - AMBIORIX,73083A132,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HENIS - OVER HET SPOOR,73083A182,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BAVERSSTRAAT,73083A183,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BLAAR,73083A19-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PLINIUS,73083A202,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BROEK,73083A213,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
GASTHUISBOS,73083A221,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RIKSINGEN - NIEUWE STEENWEG,73083A222,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NEERREPEN - ROOI-STEENWEG,73083A282,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MULKEN - BETHO,73083A291,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NIEUW TONGEREN,73083A303,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
FRANCART,73083A314,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MOTMOLEN,73083A401,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
OFFELKE,73083A413,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LUIKERPOORT,73083A422,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINT-JAN,73083A434,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
OVERHAAM,73083A472,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MOTTEN,73083A482,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LUIKERSTEENWEG,73083A491,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINT-MATERNUS,73083A503,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KONINKSEM - PASPOEL,73083A513,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINT-MATERNUS KATZIJ,73083A592,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KONINKSEM-KERN,73083B000,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KONINKSEM - KASSEI,73083B012,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KONINKSEM-VERSPREIDE BEWONING,73083B091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NEERREPEN-KERN,73083C00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NEERREPEN-VERSPREIDE BEWONING,73083C091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RIKSINGEN-CENTRUM,73083D001,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DASHOVEN-NOORD,73083D012,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RIKSINGEN-VERSPREIDE BEWONING,73083D091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SCHABOT,73083D111,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HENIS-CENTRUM,73083E000,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HENIS - VERSPREIDE BEWONING,73083E091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DASHOVEN-ZUID,73083E112,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KETSINGEN-KERN,73083F002,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NOENELDEREN,73083F081,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BERG-KERN,73083F091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MAL-DORP,73083G00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MAL - JEKER,73083G082,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MAL - VERSPREIDE BEWONING,73083G091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KLEIN MAL,73083G100,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SLUIZEN-KERN,73083H00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KERKEDRIES,73083H082,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SLUIZEN - VERSPREIDE BEWONING,73083H091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NEREM-KERN,73083J000,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NEREM - VERSPR. BEW.- ZUID,73083J082,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SCHERPENBERG,73083J091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
VREREN-KERN,73083K00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KLEIN VELD,73083K013,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KOGELHAAL,73083K082,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KROMME GRACHT,73083K091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DIETS-HEUR-KERN,73083K10-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DIETS-HEUR - VERSPR. BEWONING,73083K19-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RUTTEN-KERN,73083L00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RUTTEN - VERSPREIDE BEWONING,73083L09-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LAUW-KERN,73083M00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LAUW - VERSPREIDE BEWONING,73083M09-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
WIDOOIE-KERN,73083N00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
WIDOOIE - VERSPREIDE BEWONING,73083N099,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PIRINGEN-KERN,73083P00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PIRINGENSTEENWEG,73083P012,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PIRINGEN - VERSPREIDE BEWONING,73083P091,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
OVERREPEN-KERN,73083R00-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
OVERREPEN-VERSPREIDE BEWONING,73083R09-,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
'S HERENELDEREN-KERN,73083S000,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
'S HERENELDEREN - VERSPR. BEW.,73083S090,3700,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RIJCKERVELD,73083S092,,Tongeren,73083,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
WELLEN-CENTRUM,73098A00-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
OVERBROEK,73098A01-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PLATTESTRAAT - HOUTSTRAAT,73098A022,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PAPEKELE,73098A032,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ABSWELLEN,73098A091,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
VROLINGEN-KERN,73098A10-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
VROLINGEN - KUKKELBERG,73098A191,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BOS,73098A20-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BOSVELD - LANGENAKKER,73098A290,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
RUSSELT,73098A393,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HERTEN,73098B09-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BERLINGEN-KERN,73098C00-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BERLINGEN-VERSPREIDE BEWONING,73098C09-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ULBEEK-KERN,73098D00-,3830,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ULBEEK-KERN,73098D00-,3832,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BEURS,73098D082,3832,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ULBEEK - VERSPREIDE BEWONING,73098D091,3832,Wellen,73098,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MECHELEN-AAN-DE-MAAS-CENTRUM,73107A001,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HEERSTRAAT,73107A011,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KERKHOF,73107A042,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DE ROOS HAGEN,73107A053,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MECHELEN-AAN-DE-MAAS-INDUSTRIE,73107A072,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ACHTER HET KANAAL,73107A08-,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PROOSTERBOS,73107A101,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DE HULST,73107A112,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LOTEN,73107A123,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DE MEYSBERG,73107A134,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PRINSENPARK,73107A191,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MECHELSE HEIDE,73107A299,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MARIAHEIDE,73107A302,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PELSHEI,73107A315,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MARIAHOF,73107A330,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
OPGRIMBIE-DORP,73107B00-,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HEIKANT,73107B01-,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HEIWIJK - ONDER DE BERG,73107B081,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DAALGRIMBIE,73107B090,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KLEIN SPANJE,73107B0AP,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
VUCHT-DORP,73107C00-,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
HET BROEK,73107C091,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MARIAHEIDE,73107C101,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ROSHAAG,73107C112,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LOO,73107C122,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
EISDEN-DORP,73107D000,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SCHIETSKUIL,73107D022,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
POMPSTATION,73107D091,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PAUWENGRAAF,73107D101,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BEREMSHEUVEL,73107D112,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
DRAAIMORTEL,73107D123,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
TUINWIJK,73107D201,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
VERLENGDE PAUWENGRAAF,73107D212,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BOFINEX,73107D222,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LIMBURG - MAAS,73107D281,,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
EISDEN - SPORTCENTRUM,73107D293,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LEUT-KERN,73107E000,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
LEUT - VERSPREIDE BEWONING,73107E090,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MEESWIJK-KERN,73107F000,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MEESWIJK - VERSPREIDE BEWONING,73107F090,3630,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
BOORSEM-CENTRUM,73107G000,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MONNIKHOF - ZIJPBEEL,73107G09-,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KOTEM,73107G10-,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
KOTEM - UITBREIDING,73107G112,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MAAS - VERSPREIDE BEWONING,73107G199,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
STORMVOGEL,73107G29-,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
UIKHOVEN-CENTRUM,73107H00-,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
STEEGSTRAAT - LINDJESWEG,73107H010,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
UIKHOVEN - VERSPREIDE BEWONING,73107H090,3631,Maasmechelen,73107,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
'S GRAVENVOEREN-KERN,73109A000,3798,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SCHOPPEM,73109A012,3798,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
'S GRAVENVOEREN -VERSPR. BEW.,73109A091,3798,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINT-MARTENS-VOEREN-KERN,73109B000,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PLANK,73109B012,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
PLANK,73109B012,3793,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
VEURS,73109B023,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ST.-MARTENS-VOEREN-VERSPR.BEW.,73109B091,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
TEUVEN-KERN,73109C000,3793,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
NUROP,73109C08-,3793,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINNICH,73109C090,3793,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
REMERSDAAL-KERN,73109D00-,3791,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
REMERSDAAL-VERSPREIDE BEWONING,73109D09-,3791,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SINT-PIETERS-VOEREN-KERN,73109E00-,3792,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
ST.-PIETERS-VOEREN-VERSPR.BEW.,73109E09-,3792,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MOELINGEN - KERN,73109F00-,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
WIT-HUIS,73109F012,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
MOELINGEN-VERSPREIDE BEWONING,73109F091,3790,Voeren,73109,Tongeren,73,BE223,Limburg,7,BE22,Vlaanderen,2,BE2
SAINT-DONAT,81001A00-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
ARLON-CENTRE-SUD,81001A01-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SAINT-MARTIN,81001A02-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
ARLON-CENTRE-NORD,81001A031,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HUNEBORG,81001A042,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STE CROIX,81001A053,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SPETZ,81001A10-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SEMOIS,81001A201,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
PATTON,81001A212,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SESSELICH-CENTRE,81001A22-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SESSELICH-NORD,81001A232,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
PATTON - ZONING,81001A273,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SESSELICH - HABITATIONS DISP.,81001A291,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
GALGENBERG,81001A301,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SAINT-DIE,81001A312,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
PETITE GAICHEL,81001A401,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
ARLON - CIMETIERE,81001A412,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
AUTELBAS-CENTRE,81001B000,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
CLAIREFONTAINE,81001B01-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
AUTELBAS - HABITATIONS DISP.,81001B090,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STERPENICH-CENTRE,81001B100,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STERPENICH - HABITATIONS DISP.,81001B19-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
AUTELHAUT-CENTRE,81001B20-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
AUTELHAUT - HABITATIONS DISP.,81001B29-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
WEYLER-CENTRE,81001B30-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
WEYLER - ZONE ARTISANALE,81001B3MA,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
WEYLER - AUF DER KIEMERCHEN/SEYLERHOFF/BIFF/BIREL,81001B3PA,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HEINSCH-CENTRE,81001C00-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
BRESSE,81001C012,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HEINSCH - EXTENSION,81001C023,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HEINSCH-HABITATIONS DISPERSEES,81001C091,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
FREYLANGE-CENTRE,81001C10-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
FREYLANGE - HABITATIONS DISP.,81001C19-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STOCKEM-CENTRE,81001C200,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STOCKEM - NEUVE,81001C211,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STOCKEM - CASERNE,81001C220,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
POSTERIE,81001C23-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HYDRION,81001C242,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
STOCKEM-HABITATIONS DISPERSEES,81001C290,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SCHOPPACH-CENTRE,81001C30-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HALBARDIER,81001C312,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SCHOPPACH - HABITATIONS DISP.,81001C391,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
FOUCHES-CENTRE,81001C40-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
HEIDEN - CHAUSSEE ROMAINE,81001C41-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
KOHLENWEG - POLKNAPP,81001C482,,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
FOUCHES - HABITATIONS DISP. WOLFSKAUL - LIESBACH,81001C49-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SAMPONT-CENTRE,81001C50-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SAMPONT-HAB.DISP.-TRANSCHIER,81001C59-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
BONNERT-CENTRE,81001D00-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
SCHERENSCHLEIFFER,81001D01-,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
VERS FRASSEM,81001D022,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
QUATRE VENTS,81001D033,6700,Arlon,81001,Arlon,81,BE341,Luxembourg,8,BE34,Wallonie,3,BE3
